Время доставки,Дата доставки,Магазин,Id заявки,Id клиента,Сумма скидки,Тип оплаты,Сумма заказа,Итоговая сумма,Пол клиента,Дата рождения клиента,Продукт категория,Наименование продукта,проверка суммы,Координаты
23:10:48,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",3255,287,"164,403",Карта,"548,01","383,607",Женский,03-12-1982,Учебники,Алгебра 7 класс,TRUE,"[59.929700, 30.344695]"
07:22:05,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",3410,239,"58,01",Онлайн,"768,26","710,25",Женский,20-02-2001,Научная литература,Квантовая физика,TRUE,"[59.929700, 30.344695]"
12:16:55,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",3784,112,"183,468",Карта,"611,56","428,092",Мужской,04-06-1985,Комиксы,Супермен,TRUE,"[59.929700, 30.344695]"
16:44:33,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",3988,5,"188,553",Наличные,"628,51","439,957",Мужской,30-03-1955,Путеводители,Индонезия,TRUE,"[59.929700, 30.344695]"
23:46:18,2024-06-17 00:00:00,"Невский пр., 30",4319,464,"80,94",Наличные,"541,43","460,49",Мужской,02-11-1991,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
14:00:20,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",5191,59,"213,57",Наличные,"711,9","498,33",Женский,26-03-1972,Научная литература,Палеонтология,TRUE,"[59.929700, 30.344695]"
19:53:28,2024-06-17 00:00:00,"Гагаринская ул., 12",6818,198,"105,12",Карта,"1306,51","1201,39",Мужской,01-03-1983,Научная литература,Палеонтология,TRUE,"[59.946153, 30.342916]"
20:29:47,2024-06-17 00:00:00,"Ул. Рубинштейна, 24",7419,59,"127,9",Наличные,"576,4","448,5",Женский,26-03-1972,Учебники,История России 10 класс,TRUE,"[59.929700, 30.344695]"
22:37:51,2024-06-17 00:00:00,"Московский пр., 90",7967,128,"188,35",Наличные,"980,26","791,91",Женский,28-11-1955,Комиксы,Бэтмен,TRUE,"[59.924032, 30.317189]"
20:02:46,2024-06-17 00:00:00,"Ул. Декабристов, 15",7986,67,"151,008",Наличные,"503,36","352,352",Мужской,20-11-1959,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
06:25:16,2024-06-18 00:00:00,"Ул. Декабристов, 15",2488,340,"152,976",Карта,"509,92","356,944",Женский,02-03-1971,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
02:25:44,2024-06-18 00:00:00,"Гагаринская ул., 12",3920,153,"145,99",Карта,"750,64","604,65",Мужской,21-12-1999,Художественная литература,Лолита,TRUE,"[59.946153, 30.342916]"
21:24:19,2024-06-18 00:00:00,"Ул. Рубинштейна, 24",3957,450,"153,099",Онлайн,"510,33","357,231",Мужской,26-11-1995,Художественная литература,Мастер и Маргарита,TRUE,"[59.929700, 30.344695]"
10:00:25,2024-06-18 00:00:00,"Невский пр., 30",4581,415,"164,355",Карта,"547,85","383,495",Женский,04-01-1994,Научная литература,Квантовая физика,TRUE,"[59.935543, 30.327349]"
03:48:05,2024-06-18 00:00:00,"Ул. Декабристов, 15",5065,222,90,Карта,"570,64","480,64",Женский,29-03-1990,Учебники,Алгебра 7 класс,TRUE,"[59.928154, 30.302429]"
00:48:07,2024-06-18 00:00:00,"Ул. Декабристов, 15",6025,84,"215,685",Карта,"718,95","503,265",Женский,09-10-1969,Путеводители,Индонезия,TRUE,"[59.928154, 30.302429]"
10:45:34,2024-06-18 00:00:00,"Ул. Декабристов, 15",6265,463,"171,96",Онлайн,"573,2","401,24",Женский,23-06-1964,Учебники,Физика 8 класс,TRUE,"[59.928154, 30.302429]"
15:11:31,2024-06-18 00:00:00,"Московский пр., 90",8282,390,"194,484",Карта,"648,28","453,796",Женский,18-09-1975,Научная литература,Микробиология,TRUE,"[59.924032, 30.317189]"
20:00:54,2024-06-18 00:00:00,"Гагаринская ул., 12",8534,3,"129,93",Наличные,"866,19","736,26",Женский,21-11-1982,Научная литература,Палеонтология,TRUE,"[59.946153, 30.342916]"
02:43:14,2024-06-18 00:00:00,"Московский пр., 90",8859,476,"173,646",Наличные,"578,82","405,174",Женский,04-02-1973,Научная литература,Экономика труда,TRUE,"[59.924032, 30.317189]"
04:27:58,2024-06-19 00:00:00,"Ул. Декабристов, 15",2726,395,"184,68",Наличные,"718,95","534,27",Женский,18-05-2004,Путеводители,Индонезия,TRUE,"[59.928154, 30.302429]"
17:52:49,2024-06-19 00:00:00,"Гагаринская ул., 12",2847,251,"172,812",Онлайн,"576,04","403,228",Мужской,26-02-1983,Художественная литература,Обломов,TRUE,"[59.946153, 30.342916]"
22:42:20,2024-06-19 00:00:00,"Гагаринская ул., 12",3609,76,"248,25",Онлайн,"827,5","579,25",Женский,19-01-1958,Художественная литература,Мастер и Маргарита,TRUE,"[59.946153, 30.342916]"
21:44:35,2024-06-19 00:00:00,"Московский пр., 90",5520,338,"145,54",Наличные,"976,83","831,29",Мужской,21-08-1983,Художественная литература,Отцы и дети,TRUE,"[59.924032, 30.317189]"
17:58:05,2024-06-19 00:00:00,"Ул. Рубинштейна, 24",7386,348,"61,61",Карта,"573,2","511,59",Мужской,05-04-1987,Учебники,Физика 8 класс,TRUE,"[59.929700, 30.344695]"
20:49:54,2024-06-19 00:00:00,"Московский пр., 90",8155,184,"191,8",Онлайн,"866,19","674,39",Женский,25-02-1992,Научная литература,Палеонтология,TRUE,"[59.924032, 30.317189]"
09:49:01,2024-06-20 00:00:00,"Невский пр., 30",1197,392,"153,042",Карта,"510,14","357,098",Мужской,22-06-1995,Комиксы,Доктор Стрэндж,TRUE,"[59.935543, 30.327349]"
12:14:17,2024-06-20 00:00:00,"Ул. Декабристов, 15",2368,375,"115,16",Онлайн,"555,29","440,13",Мужской,17-06-1958,Научная литература,Экономика труда,TRUE,"[59.928154, 30.302429]"
05:26:58,2024-06-20 00:00:00,"Невский пр., 30",3082,62,"230,946",Онлайн,"769,82","538,874",Мужской,01-06-1981,Комиксы,Человек-Паук,TRUE,"[59.935543, 30.327349]"
06:51:27,2024-06-20 00:00:00,"Гагаринская ул., 12",3366,68,"194,484",Онлайн,"648,28","453,796",Женский,01-06-1979,Научная литература,Микробиология,TRUE,"[59.946153, 30.342916]"
00:08:00,2024-06-20 00:00:00,"Ул. Рубинштейна, 24",3537,32,"85,75",Наличные,"506,81","421,06",Мужской,11-08-1975,Научная литература,Микробиология,TRUE,"[59.929700, 30.344695]"
01:56:48,2024-06-20 00:00:00,"Гагаринская ул., 12",4000,290,"109,48",Наличные,"547,42","437,94",Мужской,19-03-1998,Путеводители,Турция,TRUE,"[59.946153, 30.342916]"
14:31:33,2024-06-20 00:00:00,"Московский пр., 90",4310,1,"186,522",Онлайн,"621,74","435,218",Женский,12-02-2003,Научная литература,Экономика труда,TRUE,"[59.924032, 30.317189]"
09:03:32,2024-06-20 00:00:00,"Невский пр., 30",4496,488,"145,44",Онлайн,"523,71","378,27",Женский,14-01-1997,Учебники,География 6 класс,TRUE,"[59.935543, 30.327349]"
23:36:22,2024-06-20 00:00:00,"Московский пр., 90",4942,492,"95,31",Наличные,"596,02","500,71",Женский,17-06-1997,Учебники,Алгебра 7 класс,TRUE,"[59.924032, 30.317189]"
04:53:57,2024-06-20 00:00:00,"Ул. Декабристов, 15",5162,73,"294,21",Карта,"980,7","686,49",Женский,08-04-2002,Комиксы,Флэш,TRUE,"[59.928154, 30.302429]"
03:37:04,2024-06-20 00:00:00,"Гагаринская ул., 12",6310,4,"87,89",Наличные,"583,61","495,72",Женский,19-01-1956,Комиксы,Супермен,TRUE,"[59.946153, 30.342916]"
19:41:51,2024-06-20 00:00:00,"Ул. Декабристов, 15",6620,220,"168,744",Наличные,"562,48","393,736",Мужской,11-09-1984,Путеводители,Италия,TRUE,"[59.928154, 30.302429]"
10:43:00,2024-06-20 00:00:00,"Невский пр., 30",9206,25,"63,68",Онлайн,"500,55","436,87",Женский,02-05-1955,Путеводители,Швейцария,TRUE,"[59.935543, 30.327349]"
11:38:29,2024-06-20 00:00:00,"Московский пр., 90",9809,406,"160,668",Онлайн,"535,56","374,892",Мужской,01-12-1966,Комиксы,Флэш,TRUE,"[59.924032, 30.317189]"
18:12:57,2024-06-21 00:00:00,"Московский пр., 90",1012,119,"136,41",Карта,"631,03","494,62",Женский,13-07-1973,Путеводители,Турция,TRUE,"[59.924032, 30.317189]"
11:44:07,2024-06-21 00:00:00,"Московский пр., 90",1517,68,"42,75",Карта,"557,45","514,7",Женский,01-06-1979,Учебники,Физика 8 класс,TRUE,"[59.924032, 30.317189]"
06:52:35,2024-06-21 00:00:00,"Ул. Рубинштейна, 24",1990,40,"152,274",Онлайн,"507,58","355,306",Мужской,08-07-1979,Комиксы,Человек-Паук,TRUE,"[59.929700, 30.344695]"
19:56:20,2024-06-21 00:00:00,"Ул. Декабристов, 15",2464,294,"240,75",Карта,"1154,93","914,18",Женский,09-04-2002,Художественная литература,Мастер и Маргарита,TRUE,"[59.928154, 30.302429]"
19:22:11,2024-06-21 00:00:00,"Московский пр., 90",4080,143,"110,11",Онлайн,"514,92","404,81",Женский,12-06-2003,Комиксы,Супермен,TRUE,"[59.924032, 30.317189]"
21:53:34,2024-06-21 00:00:00,"Московский пр., 90",4957,70,"194,484",Наличные,"648,28","453,796",Женский,03-09-1971,Научная литература,Микробиология,TRUE,"[59.924032, 30.317189]"
20:06:05,2024-06-21 00:00:00,"Гагаринская ул., 12",8408,298,"111,24",Карта,"741,58","630,34",Женский,18-04-1969,Путеводители,Италия,TRUE,"[59.946153, 30.342916]"
09:30:27,2024-06-22 00:00:00,"Невский пр., 30",1281,28,"219,582",Наличные,"731,94","512,358",Женский,30-11-1963,Художественная литература,Лолита,TRUE,"[59.935543, 30.327349]"
13:33:46,2024-06-22 00:00:00,"Невский пр., 30",1329,165,"353,358",Наличные,"1177,86","824,502",Женский,06-03-1971,Научная литература,Экономика труда,TRUE,"[59.935543, 30.327349]"
13:20:32,2024-06-22 00:00:00,"Ул. Рубинштейна, 24",2894,457,"153,249",Онлайн,"510,83","357,581",Женский,08-11-1996,Художественная литература,Лолита,TRUE,"[59.929700, 30.344695]"
16:45:06,2024-06-22 00:00:00,"Гагаринская ул., 12",5681,436,"215,685",Онлайн,"718,95","503,265",Женский,02-09-1974,Путеводители,Индонезия,TRUE,"[59.946153, 30.342916]"
13:06:41,2024-06-22 00:00:00,"Ул. Рубинштейна, 24",7247,354,"86,82",Карта,"578,79","491,97",Мужской,04-10-1989,Научная литература,Квантовая физика,TRUE,"[59.929700, 30.344695]"
13:13:30,2024-06-22 00:00:00,"Ул. Декабристов, 15",7272,25,"115,23",Онлайн,"689,78","574,55",Женский,02-05-1955,Научная литература,Философия науки,TRUE,"[59.928154, 30.302429]"
01:31:02,2024-06-22 00:00:00,"Московский пр., 90",7453,261,"168,528",Онлайн,"561,76","393,232",Женский,19-12-1991,Научная литература,Философия науки,TRUE,"[59.924032, 30.317189]"
21:35:47,2024-06-22 00:00:00,"Московский пр., 90",7943,345,"106,16",Наличные,"707,71","601,55",Женский,17-02-2004,Научная литература,Экономика труда,TRUE,"[59.924032, 30.317189]"
10:47:26,2024-06-22 00:00:00,"Ул. Декабристов, 15",9931,124,"152,274",Наличные,"507,58","355,306",Мужской,28-12-2003,Комиксы,Человек-Паук,TRUE,"[59.928154, 30.302429]"
11:00:38,2024-06-22 00:00:00,"Ул. Декабристов, 15",9953,124,"120,12",Карта,"768,2","648,08",Мужской,28-12-2003,Художественная литература,Мастер и Маргарита,TRUE,"[59.928154, 30.302429]"
21:55:29,2024-06-23 00:00:00,"Ул. Рубинштейна, 24",1731,470,"147,38",Онлайн,"884,41","737,03",Мужской,24-12-2004,Художественная литература,Отцы и дети,TRUE,"[59.929700, 30.344695]"
16:50:56,2024-06-23 00:00:00,"Невский пр., 30",3318,210,"170,601",Онлайн,"568,67","398,069",Мужской,29-11-1957,Художественная литература,Преступление и наказание,TRUE,"[59.935543, 30.327349]"
07:05:04,2024-06-23 00:00:00,"Невский пр., 30",3625,205,"123,95",Наличные,"518,09","394,14",Мужской,07-08-1994,Научная литература,Микробиология,TRUE,"[59.935543, 30.327349]"
13:44:26,2024-06-23 00:00:00,"Ул. Декабристов, 15",3883,87,"152,043",Онлайн,"506,81","354,767",Женский,29-06-1994,Научная литература,Микробиология,TRUE,"[59.928154, 30.302429]"
19:48:59,2024-06-23 00:00:00,"Московский пр., 90",4418,87,"64,6",Карта,"734,96","670,36",Женский,29-06-1994,Комиксы,Человек-Паук,TRUE,"[59.924032, 30.317189]"
17:36:10,2024-06-23 00:00:00,"Ул. Декабристов, 15",4420,1,"152,016",Онлайн,"506,72","354,704",Женский,12-02-2003,Художественная литература,Преступление и наказание,TRUE,"[59.928154, 30.302429]"
04:12:47,2024-06-23 00:00:00,"Ул. Рубинштейна, 24",6203,197,"154,422",Карта,"514,74","360,318",Мужской,09-03-1957,Учебники,История России 10 класс,TRUE,"[59.929700, 30.344695]"
13:09:43,2024-06-23 00:00:00,"Невский пр., 30",9274,158,"102,03",Наличные,"827,5","725,47",Женский,05-03-1973,Художественная литература,Мастер и Маргарита,TRUE,"[59.935543, 30.327349]"
20:12:39,2024-06-24 00:00:00,"Ул. Рубинштейна, 24",1346,102,"34,35",Карта,"562,48","528,13",Женский,17-07-1978,Путеводители,Италия,TRUE,"[59.929700, 30.344695]"
06:26:07,2024-06-24 00:00:00,"Невский пр., 30",1689,197,"154,87",Наличные,"677,63","522,76",Мужской,09-03-1957,Научная литература,Квантовая физика,TRUE,"[59.935543, 30.327349]"
20:44:32,2024-06-24 00:00:00,"Гагаринская ул., 12",1850,334,"137,76",Наличные,"572,42","434,66",Мужской,08-06-1961,Художественная литература,Отцы и дети,TRUE,"[59.946153, 30.342916]"
04:02:29,2024-06-24 00:00:00,"Ул. Декабристов, 15",2069,245,"162,063",Онлайн,"540,21","378,147",Женский,16-06-1986,Учебники,Физика 8 класс,TRUE,"[59.928154, 30.302429]"
10:45:11,2024-06-24 00:00:00,"Московский пр., 90",2828,152,"170,154",Онлайн,"567,18","397,026",Женский,19-08-2002,Учебники,Алгебра 7 класс,TRUE,"[59.924032, 30.317189]"
04:23:41,2024-06-24 00:00:00,"Ул. Рубинштейна, 24",4803,343,"124,22",Онлайн,"526,77","402,55",Женский,15-05-1962,Научная литература,Философия науки,TRUE,"[59.929700, 30.344695]"
02:02:43,2024-06-25 00:00:00,"Ул. Декабристов, 15",2042,46,"210,273",Наличные,"700,91","490,637",Женский,22-08-2000,Научная литература,Квантовая физика,TRUE,"[59.928154, 30.302429]"
02:35:28,2024-06-25 00:00:00,"Ул. Декабристов, 15",3598,62,"211,503",Наличные,"705,01","493,507",Мужской,01-06-1981,Учебники,География 6 класс,TRUE,"[59.928154, 30.302429]"
23:38:35,2024-06-25 00:00:00,"Московский пр., 90",3599,370,"200,472",Наличные,"668,24","467,768",Мужской,30-08-1995,Путеводители,Италия,TRUE,"[59.924032, 30.317189]"
00:40:26,2024-06-25 00:00:00,"Ул. Декабристов, 15",4007,338,"153,46",Онлайн,"576,4","422,94",Мужской,21-08-1983,Учебники,История России 10 класс,TRUE,"[59.928154, 30.302429]"
04:54:07,2024-06-25 00:00:00,"Гагаринская ул., 12",4133,488,"168,375",Онлайн,"561,25","392,875",Женский,14-01-1997,Научная литература,Философия науки,TRUE,"[59.946153, 30.342916]"
02:26:26,2024-06-25 00:00:00,"Ул. Рубинштейна, 24",6225,367,"58,48",Карта,"1169,61","1111,13",Мужской,15-09-1994,Учебники,История России 10 класс,TRUE,"[59.929700, 30.344695]"
03:20:52,2024-06-25 00:00:00,"Московский пр., 90",7161,102,"172,812",Онлайн,"576,04","403,228",Женский,17-07-1978,Художественная литература,Обломов,TRUE,"[59.924032, 30.317189]"
06:24:10,2024-06-25 00:00:00,"Невский пр., 30",8676,224,"50,06",Карта,"500,55","450,49",Женский,20-08-1979,Путеводители,Швейцария,TRUE,"[59.935543, 30.327349]"
10:43:29,2024-06-26 00:00:00,"Ул. Декабристов, 15",1469,434,"203,553",Онлайн,"678,51","474,957",Женский,03-08-1978,Комиксы,Флэш,TRUE,"[59.928154, 30.302429]"
10:45:32,2024-06-26 00:00:00,"Московский пр., 90",1767,191,"172,95",Карта,"576,5","403,55",Мужской,25-12-2001,Научная литература,Микробиология,TRUE,"[59.924032, 30.317189]"
22:43:59,2024-06-26 00:00:00,"Московский пр., 90",2945,55,"36,13",Онлайн,"541,78","505,65",Женский,15-08-1996,Путеводители,Мексика,TRUE,"[59.924032, 30.317189]"
02:56:08,2024-06-26 00:00:00,"Гагаринская ул., 12",3740,470,"35,59",Онлайн,"596,02","560,43",Мужской,24-12-2004,Учебники,Алгебра 7 класс,TRUE,"[59.946153, 30.342916]"
22:31:10,2024-06-26 00:00:00,"Московский пр., 90",3847,269,"103,35",Карта,"741,58","638,23",Женский,21-10-1968,Путеводители,Италия,TRUE,"[59.924032, 30.317189]"
11:19:22,2024-06-26 00:00:00,"Гагаринская ул., 12",4042,443,"25,27",Наличные,"505,44","480,17",Мужской,26-07-1985,Научная литература,Философия науки,TRUE,"[59.946153, 30.342916]"
08:57:32,2024-06-26 00:00:00,"Ул. Декабристов, 15",4622,420,"164,829",Онлайн,"549,43","384,601",Мужской,03-05-1966,Учебники,История России 10 класс,TRUE,"[59.928154, 30.302429]"
21:21:14,2024-06-26 00:00:00,"Гагаринская ул., 12",5798,153,"51,37",Карта,"557,69","506,32",Мужской,21-12-1999,Учебники,Химия 9 класс,TRUE,"[59.946153, 30.342916]"
21:25:43,2024-06-26 00:00:00,"Гагаринская ул., 12",7831,128,"151,632",Онлайн,"505,44","353,808",Женский,28-11-1955,Научная литература,Философия науки,TRUE,"[59.946153, 30.342916]"
10:08:11,2024-06-26 00:00:00,"Гагаринская ул., 12",8463,426,"250,13",Наличные,"1082,59","832,46",Женский,01-01-1980,Научная литература,Философия науки,TRUE,"[59.946153, 30.342916]"
13:24:32,2024-06-26 00:00:00,"Московский пр., 90",8467,140,"82,54",Онлайн,"572,42","489,88",Мужской,16-04-1995,Художественная литература,Отцы и дети,TRUE,"[59.924032, 30.317189]"
10:04:33,2024-06-26 00:00:00,"Московский пр., 90",9385,4,"164,268",Наличные,"547,56","383,292",Женский,19-01-1956,Комиксы,Доктор Стрэндж,TRUE,"[59.924032, 30.317189]"
23:36:11,2024-06-26 00:00:00,"Невский пр., 30",9476,191,"153,042",Наличные,"510,14","357,098",Мужской,25-12-2001,Комиксы,Доктор Стрэндж,TRUE,"[59.935543, 30.327349]"
14:01:43,2024-06-27 00:00:00,"Ул. Декабристов, 15",1360,295,"96,17",Онлайн,"872,18","776,01",Женский,24-05-2000,Учебники,География 6 класс,TRUE,"[59.928154, 30.302429]"
19:44:25,2024-06-27 00:00:00,"Московский пр., 90",4047,260,"119,68",Карта,"778,93","659,25",Мужской,28-06-1992,Путеводители,Турция,TRUE,"[59.924032, 30.317189]"
13:20:28,2024-06-28 00:00:00,"Гагаринская ул., 12",2604,302,"280,071",Карта,"933,57","653,499",Мужской,14-05-1999,Комиксы,Супермен,TRUE,"[59.946153, 30.342916]"
14:08:16,2024-06-28 00:00:00,"Ул. Рубинштейна, 24",5106,306,"38,41",Карта,"768,2","729,79",Мужской,05-01-1961,Художественная литература,Мастер и Маргарита,TRUE,"[59.929700, 30.344695]"
00:35:18,2024-06-28 00:00:00,"Ул. Рубинштейна, 24",5697,430,"305,298",Карта,"1017,66","712,362",Мужской,07-07-1980,Комиксы,Флэш,TRUE,"[59.929700, 30.344695]"
09:38:25,2024-06-28 00:00:00,"Московский пр., 90",5772,469,"132,83",Онлайн,"689,78","556,95",Женский,05-03-1962,Научная литература,Философия науки,TRUE,"[59.924032, 30.317189]"
12:09:44,2024-06-28 00:00:00,"Московский пр., 90",6178,192,"107,5",Карта,"594,21","486,71",Мужской,03-03-1973,Учебники,Алгебра 7 класс,TRUE,"[59.924032, 30.317189]"
17:02:02,2024-06-28 00:00:00,"Ул. Декабристов, 15",6367,49,"109,49",Карта,"631,03","521,54",Мужской,25-10-1963,Путеводители,Турция,TRUE,"[59.928154, 30.302429]"
00:38:07,2024-06-28 00:00:00,"Гагаринская ул., 12",7440,294,"152,976",Карта,"509,92","356,944",Женский,09-04-2002,Художественная литература,Преступление и наказание,TRUE,"[59.946153, 30.342916]"
06:54:21,2024-06-28 00:00:00,"Гагаринская ул., 12",7464,484,"95,13",Онлайн,"1169,61","1074,48",Мужской,28-05-1964,Учебники,История России 10 класс,TRUE,"[59.946153, 30.342916]"
10:41:45,2024-06-28 00:00:00,"Невский пр., 30",8010,411,"211,284",Наличные,"704,28","492,996",Женский,12-01-2001,Художественная литература,Мастер и Маргарита,TRUE,"[59.935543, 30.327349]"
12:20:24,2024-06-28 00:00:00,"Гагаринская ул., 12",8980,18,"213,96",Наличные,"713,2","499,24",Женский,27-04-1959,Учебники,История России 10 класс,TRUE,"[59.946153, 30.342916]"
07:19:10,2024-06-28 00:00:00,"Ул. Рубинштейна, 24",9597,348,"161,34",Онлайн,"992,29","830,95",Мужской,05-04-1987,Художественная литература,Обломов,TRUE,"[59.929700, 30.344695]"
14:32:44,2024-06-29 00:00:00,"Невский пр., 30",1377,428,"295,68",Наличные,"1043,61","747,93",Женский,28-03-1961,Комиксы,Флэш,TRUE,"[59.935543, 30.327349]"
00:01:49,2024-06-29 00:00:00,"Ул. Декабристов, 15",1847,136,"153,28",Карта,"1066,2","912,92",Мужской,20-11-1962,Комиксы,Бэтмен,TRUE,"[59.928154, 30.302429]"
23:36:15,2024-06-29 00:00:00,"Ул. Рубинштейна, 24",3966,125,"41,9",Наличные,"573,2","531,3",Женский,03-03-1994,Учебники,Физика 8 класс,TRUE,"[59.929700, 30.344695]"
07:37:47,2024-06-29 00:00:00,"Ул. Рубинштейна, 24",7245,367,"152,976",Наличные,"509,92","356,944",Мужской,15-09-1994,Художественная литература,Преступление и наказание,TRUE,"[59.929700, 30.344695]"
12:44:50,2024-06-29 00:00:00,"Московский пр., 90",8225,473,"110,42",Карта,"541,96","431,54",Мужской,23-09-1954,Комиксы,Бэтмен,TRUE,"[59.924032, 30.317189]"
15:09:08,2024-06-29 00:00:00,"Ул. Декабристов, 15",8577,487,"251,619",Онлайн,"838,73","587,111",Женский,20-07-1997,Путеводители,Индонезия,TRUE,"[59.928154, 30.302429]"
09:22:49,2024-06-30 00:00:00,"Московский пр., 90",1460,149,"111,8",Карта,"745,32","633,52",Мужской,14-06-1984,Путеводители,Италия,TRUE,"[59.924032, 30.317189]"
02:13:28,2024-06-30 00:00:00,"Ул. Рубинштейна, 24",3871,1,"91,42",Карта,"869,75","778,33",Женский,12-02-2003,Путеводители,Швейцария,TRUE,"[59.929700, 30.344695]"
20:50:57,2024-06-30 00:00:00,"Невский пр., 30",3999,81,"99,36",Карта,"994,5","895,14",Мужской,18-06-1987,Художественная литература,Обломов,TRUE,"[59.935543, 30.327349]"
01:37:29,2024-06-30 00:00:00,"Гагаринская ул., 12",6832,73,"280,071",Карта,"933,57","653,499",Женский,08-04-2002,Комиксы,Супермен,TRUE,"[59.946153, 30.342916]"
10:04:39,2024-07-01 00:00:00,"Московский пр., 90",2203,493,"170,16",Наличные,"869,75","699,59",Мужской,23-12-1977,Путеводители,Швейцария,TRUE,"[59.924032, 30.317189]"
11:16:21,2024-07-01 00:00:00,"Гагаринская ул., 12",3312,75,"85,98",Карта,"573,2","487,22",Мужской,11-08-1997,Учебники,Физика 8 класс,TRUE,"[59.946153, 30.342916]"
21:21:44,2024-07-01 00:00:00,"Невский пр., 30",8533,233,"213,57",Онлайн,"711,9","498,33",Мужской,09-11-1992,Научная литература,Палеонтология,TRUE,"[59.935543, 30.327349]"
03:05:40,2024-07-01 00:00:00,"Ул. Рубинштейна, 24",8788,362,"139,69",Карта,"503,36","363,67",Мужской,15-12-1999,Художественная литература,Преступление и наказание,TRUE,"[59.929700, 30.344695]"
08:44:23,2024-07-01 00:00:00,"Ул. Рубинштейна, 24",9335,437,"142,27",Карта,"549,07","406,8",Мужской,26-03-1979,Путеводители,Мексика,TRUE,"[59.929700, 30.344695]"
22:30:51,2024-07-01 00:00:00,"Ул. Рубинштейна, 24",9451,401,"149,35",Карта,"583,34","433,99",Женский,23-06-1999,Учебники,Химия 9 класс,TRUE,"[59.929700, 30.344695]"
11:19:06,2024-07-02 00:00:00,"Московский пр., 90",1516,254,"293,049",Онлайн,"976,83","683,781",Мужской,09-05-1975,Художественная литература,Отцы и дети,TRUE,"[59.924032, 30.317189]"
03:29:42,2024-07-02 00:00:00,"Московский пр., 90",2274,91,"176,091",Карта,"586,97","410,879",Мужской,08-04-1995,Научная литература,Палеонтология,TRUE,"[59.924032, 30.317189]"
08:58:01,2024-07-02 00:00:00,"Ул. Рубинштейна, 24",2878,202,"273,71",Онлайн,"1212,61","938,9",Женский,25-04-1995,Путеводители,Мексика,TRUE,"[59.929700, 30.344695]"
15:40:13,2024-07-02 00:00:00,"Московский пр., 90",2968,361,"153,042",Карта,"510,14","357,098",Мужской,15-06-1972,Комиксы,Доктор Стрэндж,TRUE,"[59.924032, 30.317189]"
10:43:32,2024-07-02 00:00:00,"Московский пр., 90",3512,76,"159,012",Карта,"530,04","371,028",Женский,19-01-1958,Комиксы,Доктор Стрэндж,TRUE,"[59.924032, 30.317189]"
20:47:18,2024-07-02 00:00:00,"Ул. Рубинштейна, 24",3669,110,"152,304",Карта,"507,68","355,376",Женский,03-04-1976,Комиксы,Человек-Паук,TRUE,"[59.929700, 30.344695]"
11:28:58,2024-07-02 00:00:00,"Гагаринская ул., 12",4504,469,"100,1",Карта,"657,74","557,64",Женский,05-03-1962,Учебники,Физика 8 класс,TRUE,"[59.946153, 30.342916]"
22:59:44,2024-07-02 00:00:00,"Невский пр., 30",4603,78,"108,46",Наличные,"578,79","470,33",Мужской,21-09-1955,Научная литература,Квантовая физика,TRUE,"[59.935543, 30.327349]"
09:23:23,2024-07-02 00:00:00,"Ул. Декабристов, 15",5111,56,"80,36",Карта,"523,33","442,97",Женский,12-09-1959,Путеводители,Мексика,TRUE,"[59.928154, 30.302429]"
23:29:01,2024-07-03 00:00:00,"Московский пр., 90",3594,28,"206,595",Карта,"688,65","482,055",Женский,30-11-1963,Художественная литература,Мастер и Маргарита,TRUE,"[59.924032, 30.317189]"
03:28:53,2024-07-03 00:00:00,"Гагаринская ул., 12",5418,390,"85,8",Карта,"1017,66","931,86",Женский,18-09-1975,Комиксы,Флэш,TRUE,"[59.946153, 30.342916]"
13:14:56,2024-07-03 00:00:00,"Невский пр., 30",5684,293,"48,66",Карта,"638,34","589,68",Женский,01-06-1993,Комиксы,Бэтмен,TRUE,"[59.935543, 30.327349]"
11:12:16,2024-07-03 00:00:00,"Гагаринская ул., 12",6447,395,"98,54",Карта,"555,29","456,75",Женский,18-05-2004,Научная литература,Экономика труда,TRUE,"[59.946153, 30.342916]"
09:47:59,2024-07-03 00:00:00,"Невский пр., 30",6489,195,"126,91",Наличные,"555,51","428,6",Женский,03-12-2004,Учебники,Алгебра 7 класс,TRUE,"[59.935543, 30.327349]"
03:16:18,2024-07-03 00:00:00,"Ул. Рубинштейна, 24",7218,10,"78,6",Наличные,"748,38","669,78",Женский,27-04-1998,Комиксы,Человек-Паук,TRUE,"[59.929700, 30.344695]"
18:54:34,2024-07-03 00:00:00,"Московский пр., 90",7752,241,"227,511",Наличные,"758,37","530,859",Женский,28-09-1979,Научная литература,Палеонтология,TRUE,"[59.924032, 30.317189]"
05:42:53,2024-07-03 00:00:00,"Гагаринская ул., 12",8355,298,"135,52",Наличные,"869,75","734,23",Женский,18-04-1969,Путеводители,Швейцария,TRUE,"[59.946153, 30.342916]"
